net,length_um
RF.reg_arr\[22\]\[3\],25.945
RF.reg_arr\[13\]\[14\],25.94
RF.reg_arr\[4\]\[29\],25.92
_2646_,25.85
_2115_,25.82
_2777_,25.82
RF.reg_arr\[10\]\[16\],25.795
_1726_,25.76
RF.reg_arr\[4\]\[18\],25.73
_2685_,25.72
RF.reg_arr\[16\]\[5\],25.7
RF.reg_arr\[25\]\[14\],25.7
RF.reg_arr\[16\]\[12\],25.68
RF.reg_arr\[4\]\[28\],25.68
_1934_,25.66
RF.reg_arr\[16\]\[19\],25.62
RF.reg_arr\[30\]\[5\],25.615
RF.reg_arr\[17\]\[12\],25.6
RF.reg_arr\[17\]\[25\],25.58
_2040_,25.56
_2424_,25.54
RF.reg_arr\[0\]\[17\],25.52
_2881_,25.52
RF.reg_arr\[1\]\[2\],25.5
RF.reg_arr\[22\]\[7\],25.5
RF.reg_arr\[0\]\[20\],25.48
RF.reg_arr\[0\]\[8\],25.48
RF.reg_arr\[11\]\[2\],25.46
RF.reg_arr\[19\]\[16\],25.44
_1832_,25.44
RF.reg_arr\[18\]\[23\],25.415
RF.reg_arr\[31\]\[5\],25.4
RF.reg_arr\[26\]\[13\],25.395
_1653_,25.36
_2337_,25.36
RF.reg_arr\[10\]\[14\],25.355
RF.reg_arr\[14\]\[28\],25.35
RF.reg_arr\[9\]\[1\],25.32
_2073_,25.3
_2902_,25.3
RF.reg_arr\[11\]\[19\],25.26
RF.reg_arr\[5\]\[24\],25.25
RF.reg_arr\[30\]\[19\],25.235
RF.reg_arr\[24\]\[14\],25.22
RF.reg_arr\[27\]\[28\],25.14
_1100_,25.14
_2245_,25.14
_2581_,25.14
RF.reg_arr\[12\]\[22\],25.12
RF.reg_arr\[12\]\[15\],25.08
RF.reg_arr\[0\]\[11\],25.06
RF.reg_arr\[8\]\[30\],25.06
RF.reg_arr\[11\]\[11\],25.04
RF.reg_arr\[17\]\[26\],25
RF.reg_arr\[25\]\[18\],24.98
RF.reg_arr\[16\]\[31\],24.94
RF.reg_arr\[20\]\[24\],24.94
RF.reg_arr\[26\]\[28\],24.865
RF.reg_arr\[4\]\[20\],24.84
RF.reg_arr\[20\]\[1\],24.82
RF.reg_arr\[20\]\[31\],24.82
RF.reg_arr\[21\]\[19\],24.8
_1112_,24.8
_2643_,24.8
RF.reg_arr\[13\]\[24\],24.76
RF.reg_arr\[20\]\[20\],24.76
RF.reg_arr\[18\]\[20\],24.75
RF.reg_arr\[17\]\[23\],24.72
_2780_,24.72
RF.reg_arr\[10\]\[19\],24.71
RF.reg_arr\[28\]\[9\],24.68
RF.reg_arr\[5\]\[6\],24.68
RF.reg_arr\[14\]\[6\],24.67
RF.reg_arr\[4\]\[15\],24.66
_1654_,24.66
RF.reg_arr\[6\]\[11\],24.63
RF.reg_arr\[12\]\[5\],24.62
RF.reg_arr\[9\]\[9\],24.62
_1823_,24.55
RF.reg_arr\[8\]\[5\],24.54
_2428_,24.54
RF.reg_arr\[12\]\[23\],24.52
_1710_,24.52
RF.reg_arr\[16\]\[25\],24.5
net69,24.5
RF.reg_arr\[22\]\[6\],24.49
_2005_,24.46
RF.reg_arr\[10\]\[17\],24.455
RF.reg_arr\[31\]\[27\],24.43
RF.reg_arr\[6\]\[12\],24.425
RF.reg_arr\[19\]\[6\],24.41
_2432_,24.385
RF.reg_arr\[11\]\[10\],24.36
_1998_,24.36
RF.reg_arr\[17\]\[9\],24.34
RF.reg_arr\[6\]\[17\],24.335
RF.reg_arr\[7\]\[4\],24.33
RF.reg_arr\[31\]\[16\],24.32
RF.reg_arr\[13\]\[1\],24.3
_2441_,24.3
RF.reg_arr\[16\]\[9\],24.26
_2687_,24.22
RF.reg_arr\[10\]\[18\],24.205
RF.reg_arr\[15\]\[2\],24.2
_2265_,24.2
RF.reg_arr\[29\]\[14\],24.1
_2679_,24.1
_2821_,24.1
RF.reg_arr\[14\]\[11\],24.075
RF.reg_arr\[18\]\[14\],24.06
_1279_,24.05
RF.reg_arr\[8\]\[6\],24.04
RF.reg_arr\[27\]\[8\],24.02
RF.reg_arr\[8\]\[14\],24.02
RF.reg_arr\[1\]\[21\],23.98
_1927_,23.98
RF.reg_arr\[30\]\[22\],23.975
_1469_,23.96
_2224_,23.96
_2720_,23.96
RF.reg_arr\[6\]\[8\],23.955
RF.reg_arr\[16\]\[22\],23.94
RF.reg_arr\[29\]\[8\],23.94
_2527_,23.9
RF.reg_arr\[15\]\[10\],23.88
_2096_,23.88
RF.reg_arr\[7\]\[31\],23.84
RF.reg_arr\[26\]\[16\],23.83
RF.reg_arr\[30\]\[30\],23.815
RF.reg_arr\[15\]\[29\],23.8
RF.reg_arr\[22\]\[14\],23.775
RF.reg_arr\[0\]\[1\],23.72
RF.reg_arr\[13\]\[22\],23.72
RF.reg_arr\[29\]\[21\],23.72
_2831_,23.72
RF.reg_arr\[20\]\[26\],23.7
RF.reg_arr\[8\]\[9\],23.7
_2110_,23.7
_2375_,23.7
RF.reg_arr\[12\]\[8\],23.68
RF.reg_arr\[0\]\[10\],23.66
RF.reg_arr\[19\]\[1\],23.66
_1995_,23.66
RF.reg_arr\[30\]\[15\],23.655
RF.reg_arr\[25\]\[5\],23.64
RF.reg_arr\[19\]\[31\],23.62
RF.reg_arr\[21\]\[23\],23.62
RF.reg_arr\[4\]\[10\],23.6
RF.reg_arr\[28\]\[1\],23.58
RF.reg_arr\[18\]\[30\],23.575
RF.reg_arr\[26\]\[29\],23.55
RF.reg_arr\[16\]\[29\],23.52
RF.reg_arr\[2\]\[13\],23.47
RF.reg_arr\[17\]\[31\],23.46
RF.reg_arr\[8\]\[21\],23.46
_2693_,23.435
RF.reg_arr\[4\]\[12\],23.42
RF.reg_arr\[30\]\[25\],23.41
RF.reg_arr\[12\]\[12\],23.4
RF.reg_arr\[8\]\[0\],23.4
_2250_,23.4
RF.reg_arr\[22\]\[11\],23.385
RF.reg_arr\[17\]\[6\],23.38
RF.reg_arr\[4\]\[17\],23.38
RF.reg_arr\[24\]\[21\],23.36
RF.reg_arr\[19\]\[29\],23.34
_2183_,23.34
RF.reg_arr\[14\]\[0\],23.3
RF.reg_arr\[17\]\[1\],23.3
_1869_,23.3
RF.reg_arr\[24\]\[29\],23.28
RF.reg_arr\[4\]\[16\],23.28
RF.reg_arr\[24\]\[7\],23.26
RF.reg_arr\[28\]\[25\],23.26
RF.reg_arr\[15\]\[21\],23.24
RF.reg_arr\[23\]\[23\],23.22
RF.reg_arr\[24\]\[3\],23.22
RF.reg_arr\[16\]\[16\],23.2
RF.reg_arr\[24\]\[6\],23.18
RF.reg_arr\[4\]\[6\],23.18
RF.reg_arr\[0\]\[2\],23.16
RF.reg_arr\[12\]\[7\],23.16
RF.reg_arr\[0\]\[12\],23.14
RF.reg_arr\[8\]\[31\],23.1
RF.reg_arr\[18\]\[18\],23.03
RF.reg_arr\[23\]\[13\],23.02
RF.reg_arr\[2\]\[15\],23.01
RF.reg_arr\[27\]\[27\],22.98
RF.reg_arr\[27\]\[24\],22.96
_2509_,22.96
_2155_,22.92
_2362_,22.92
RF.reg_arr\[20\]\[14\],22.88
RF.reg_arr\[21\]\[31\],22.88
RF.reg_arr\[27\]\[25\],22.88
RF.reg_arr\[8\]\[12\],22.88
_1297_,22.88
_1661_,22.88
RF.reg_arr\[31\]\[18\],22.86
RF.reg_arr\[5\]\[31\],22.84
_2368_,22.84
_1268_,22.82
RF.reg_arr\[20\]\[21\],22.8
RF.reg_arr\[6\]\[7\],22.79
_1841_,22.78
_2084_,22.76
RF.reg_arr\[6\]\[18\],22.755
_1742_,22.725
RF.reg_arr\[8\]\[24\],22.72
_2289_,22.7
RF.reg_arr\[10\]\[23\],22.695
RF.reg_arr\[19\]\[19\],22.66
RF.reg_arr\[14\]\[15\],22.65
RF.reg_arr\[4\]\[0\],22.64
RF.reg_arr\[5\]\[27\],22.6
_1930_,22.6
RF.reg_arr\[14\]\[25\],22.59
RF.reg_arr\[16\]\[18\],22.56
_2844_,22.56
RF.reg_arr\[11\]\[13\],22.54
RF.reg_arr\[3\]\[26\],22.54
RF.reg_arr\[10\]\[26\],22.535
RF.reg_arr\[20\]\[5\],22.52
RF.reg_arr\[8\]\[11\],22.5
RF.reg_arr\[2\]\[23\],22.49
RF.reg_arr\[22\]\[18\],22.47
RF.reg_arr\[31\]\[11\],22.46
RF.reg_arr\[31\]\[14\],22.46
_3305_,22.44
RF.reg_arr\[18\]\[19\],22.43
RF.reg_arr\[2\]\[0\],22.43
RF.reg_arr\[15\]\[25\],22.42
RF.reg_arr\[17\]\[19\],22.42
RF.reg_arr\[19\]\[20\],22.42
_1748_,22.42
RF.reg_arr\[13\]\[4\],22.38
RF.reg_arr\[17\]\[15\],22.38
RF.reg_arr\[29\]\[27\],22.38
_1240_,22.36
RF.reg_arr\[12\]\[28\],22.34
RF.reg_arr\[3\]\[18\],22.34
_2440_,22.33
RF.reg_arr\[3\]\[30\],22.32
_2219_,22.32
RF.reg_arr\[22\]\[27\],22.29
_1940_,22.28
RF.reg_arr\[2\]\[24\],22.27
RF.reg_arr\[20\]\[6\],22.22
RF.reg_arr\[30\]\[1\],22.21
RF.reg_arr\[25\]\[21\],22.2
RF.reg_arr\[26\]\[7\],22.2
RF.reg_arr\[7\]\[30\],22.2
_3342_,22.2
RF.reg_arr\[23\]\[25\],22.18
RF.reg_arr\[25\]\[25\],22.18
RF.reg_arr\[29\]\[7\],22.18
RF.reg_arr\[2\]\[22\],22.165
RF.reg_arr\[12\]\[19\],22.16
RF.reg_arr\[23\]\[26\],22.13
RF.reg_arr\[1\]\[7\],22.12
RF.reg_arr\[12\]\[25\],22.08
RF.reg_arr\[31\]\[30\],22.08
_2254_,22.08
RF.reg_arr\[22\]\[30\],22.04
RF.reg_arr\[8\]\[10\],22.04
_2237_,22.04
_2243_,22.04
RF.reg_arr\[15\]\[5\],22
RF.reg_arr\[29\]\[17\],22
_2101_,22
RF.reg_arr\[24\]\[11\],21.98
RF.reg_arr\[3\]\[7\],21.96
_1512_,21.94
RF.reg_arr\[5\]\[16\],21.92
RF.reg_arr\[5\]\[8\],21.92
_2293_,21.92
RF.reg_arr\[31\]\[9\],21.9
_2369_,21.9
RF.reg_arr\[26\]\[31\],21.875
RF.reg_arr\[21\]\[25\],21.86
RF.reg_arr\[4\]\[21\],21.86
net66,21.86
RF.reg_arr\[14\]\[17\],21.845
RF.reg_arr\[23\]\[9\],21.84
_2677_,21.82
_2438_,21.8
RF.reg_arr\[24\]\[25\],21.78
_1388_,21.78
RF.reg_arr\[30\]\[7\],21.77
RF.reg_arr\[27\]\[26\],21.75
RF.reg_arr\[28\]\[7\],21.74
RF.reg_arr\[26\]\[18\],21.73
clknet_leaf_54_CLK,21.72
RF.reg_arr\[25\]\[16\],21.7
_0402_,21.685
RF.reg_arr\[14\]\[2\],21.67
RF.reg_arr\[8\]\[27\],21.66
_2323_,21.64
RF.reg_arr\[10\]\[22\],21.635
RF.reg_arr\[15\]\[20\],21.58
RF.reg_arr\[3\]\[28\],21.58
RF.reg_arr\[8\]\[8\],21.58
RF.reg_arr\[27\]\[19\],21.54
RF.reg_arr\[9\]\[4\],21.54
RF.reg_arr\[16\]\[6\],21.52
RF.reg_arr\[13\]\[5\],21.5
RF.reg_arr\[15\]\[26\],21.5
RF.reg_arr\[21\]\[14\],21.5
_2487_,21.48
RF.reg_arr\[17\]\[5\],21.44
RF.reg_arr\[17\]\[7\],21.44
RF.reg_arr\[2\]\[3\],21.43
RF.reg_arr\[19\]\[0\],21.42
RF.reg_arr\[5\]\[23\],21.42
RF.reg_arr\[5\]\[28\],21.42
RF.reg_arr\[8\]\[15\],21.42
RF.reg_arr\[12\]\[13\],21.38
RF.reg_arr\[24\]\[31\],21.38
RF.reg_arr\[10\]\[28\],21.375
RF.reg_arr\[29\]\[1\],21.37
_0818_,21.365
_1190_,21.36
_1363_,21.36
RF.reg_arr\[22\]\[5\],21.345
RF.reg_arr\[8\]\[28\],21.34
RF.reg_arr\[16\]\[0\],21.3
RF.reg_arr\[1\]\[0\],21.3
RF.reg_arr\[22\]\[28\],21.28
RF.reg_arr\[13\]\[29\],21.26
RF.reg_arr\[6\]\[4\],21.25
_2890_,21.24
RF.reg_arr\[20\]\[0\],21.22
RF.reg_arr\[1\]\[15\],21.2
RF.reg_arr\[1\]\[19\],21.2
RF.reg_arr\[26\]\[15\],21.2
RF.reg_arr\[7\]\[18\],21.2
_1875_,21.14
_2717_,21.14
_2726_,21.14
RF.reg_arr\[20\]\[10\],21.12
RF.reg_arr\[28\]\[28\],21.12
RF.reg_arr\[5\]\[14\],21.12
RF.reg_arr\[5\]\[21\],21.12
RF.reg_arr\[9\]\[29\],21.12
RF.reg_arr\[9\]\[5\],21.12
_1036_,21.12
_1405_,21.12
_2605_,21.12
RF.reg_arr\[20\]\[11\],21.1
RF.reg_arr\[30\]\[23\],21.095
RF.reg_arr\[3\]\[22\],21.05
RF.reg_arr\[12\]\[26\],21.04
_1920_,21.025
RF.reg_arr\[0\]\[4\],21.02
_1784_,21.02
RF.reg_arr\[30\]\[20\],20.99
net1022,20.98
RF.reg_arr\[10\]\[3\],20.965
RF.reg_arr\[11\]\[18\],20.96
RF.reg_arr\[12\]\[3\],20.94
RF.reg_arr\[18\]\[1\],20.935
RF.reg_arr\[20\]\[15\],20.92
RF.reg_arr\[9\]\[21\],20.9
_2327_,20.9
_1897_,20.88
RF.reg_arr\[26\]\[1\],20.87
_1280_,20.86
RF.reg_arr\[6\]\[31\],20.835
_2169_,20.82
RF.reg_arr\[18\]\[0\],20.81
RF.reg_arr\[0\]\[18\],20.8
RF.reg_arr\[13\]\[26\],20.76
_1178_,20.76
RF.reg_arr\[5\]\[0\],20.75
RF.reg_arr\[4\]\[30\],20.74
RF.reg_arr\[10\]\[15\],20.73
RF.reg_arr\[10\]\[20\],20.73
_0381_,20.705
RF.reg_arr\[13\]\[3\],20.7
_1193_,20.7
_2762_,20.69
RF.reg_arr\[2\]\[29\],20.67
RF.reg_arr\[13\]\[6\],20.66
_2315_,20.66
RF.reg_arr\[2\]\[28\],20.65
RF.reg_arr\[10\]\[9\],20.63
RF.reg_arr\[23\]\[19\],20.6
RF.reg_arr\[4\]\[2\],20.6
_2884_,20.6
RF.reg_arr\[18\]\[10\],20.595
RF.reg_arr\[13\]\[12\],20.58
RF.reg_arr\[15\]\[4\],20.58
_2190_,20.58
_2373_,20.58
RF.reg_arr\[14\]\[16\],20.57
_1162_,20.56
_1806_,20.56
_1843_,20.56
_2090_,20.56
RF.reg_arr\[20\]\[18\],20.52
RF.reg_arr\[9\]\[6\],20.5
RF.reg_arr\[18\]\[5\],20.475
RF.reg_arr\[23\]\[20\],20.46
RF.reg_arr\[4\]\[31\],20.46
RF.reg_arr\[22\]\[9\],20.45
net68,20.44
RF.reg_arr\[0\]\[0\],20.42
_1705_,20.4
RF.reg_arr\[29\]\[15\],20.38
_2878_,20.36
RF.reg_arr\[16\]\[10\],20.34
RF.reg_arr\[9\]\[27\],20.34
_1762_,20.34
RF.reg_arr\[20\]\[12\],20.32
RF.reg_arr\[6\]\[28\],20.295
RF.reg_arr\[25\]\[7\],20.28
_2751_,20.28
RF.reg_arr\[6\]\[20\],20.275
RF.reg_arr\[0\]\[24\],20.26
_1140_,20.24
_2258_,20.24
RF.reg_arr\[18\]\[29\],20.235
_2865_,20.22
_1056_,20.21
_0664_,20.205
RF.reg_arr\[1\]\[17\],20.2
RF.reg_arr\[25\]\[23\],20.2
RF.reg_arr\[5\]\[3\],20.2
RF.reg_arr\[29\]\[12\],20.18
_1054_,20.18
_2342_,20.18
RF.reg_arr\[6\]\[21\],20.17
RF.reg_arr\[19\]\[30\],20.16
RF.reg_arr\[29\]\[20\],20.16
RF.reg_arr\[26\]\[24\],20.155
RF.reg_arr\[5\]\[9\],20.14
RF.reg_arr\[27\]\[22\],20.12
RF.reg_arr\[9\]\[8\],20.12
RF.reg_arr\[2\]\[1\],20.085
_1902_,20.07
RF.reg_arr\[31\]\[12\],20.06
RF.reg_arr\[26\]\[30\],20.055
RF.reg_arr\[18\]\[25\],20.05
RF.reg_arr\[12\]\[6\],20.04
_2382_,20.04
RF.reg_arr\[0\]\[22\],20.02
RF.reg_arr\[5\]\[29\],20.01
RF.reg_arr\[11\]\[12\],19.98
_1706_,19.98
RF.reg_arr\[6\]\[1\],19.975
RF.reg_arr\[11\]\[5\],19.94
RF.reg_arr\[23\]\[21\],19.94
_1245_,19.94
_1385_,19.94
RF.reg_arr\[9\]\[0\],19.9
RF.reg_arr\[12\]\[11\],19.89
RF.reg_arr\[29\]\[3\],19.88
RF.reg_arr\[13\]\[21\],19.86
_1155_,19.86
_1396_,19.86
RF.reg_arr\[28\]\[3\],19.84
_1194_,19.84
RF.reg_arr\[15\]\[23\],19.82
_1312_,19.8
RF.reg_arr\[23\]\[12\],19.76
_1931_,19.76
RF.reg_arr\[1\]\[29\],19.74
RF.reg_arr\[0\]\[13\],19.7
RF.reg_arr\[0\]\[31\],19.7
RF.reg_arr\[1\]\[1\],19.7
RF.reg_arr\[24\]\[1\],19.7
RF.reg_arr\[26\]\[2\],19.7
_1261_,19.7
RF.reg_arr\[27\]\[31\],19.66
_2754_,19.66
RF.reg_arr\[26\]\[14\],19.65
_2845_,19.62
RF.reg_arr\[11\]\[23\],19.6
RF.reg_arr\[8\]\[3\],19.6
_2672_,19.6
RF.reg_arr\[3\]\[13\],19.58
RF.reg_arr\[2\]\[11\],19.575
_2637_,19.56
RF.reg_arr\[28\]\[23\],19.54
RF.reg_arr\[10\]\[29\],19.53
RF.reg_arr\[8\]\[16\],19.53
RF.reg_arr\[1\]\[12\],19.52
RF.reg_arr\[23\]\[24\],19.5
RF.reg_arr\[6\]\[0\],19.49
RF.reg_arr\[31\]\[7\],19.48
_2793_,19.48
_1782_,19.42
RF.reg_arr\[17\]\[17\],19.4
RF.reg_arr\[8\]\[4\],19.4
RF.reg_arr\[9\]\[14\],19.4
_1299_,19.4
_1651_,19.4
_2036_,19.4
_2528_,19.4
RF.reg_arr\[12\]\[17\],19.36
RF.reg_arr\[23\]\[3\],19.36
_1775_,19.36
RF.reg_arr\[11\]\[25\],19.32
RF.reg_arr\[24\]\[23\],19.32
RF.reg_arr\[14\]\[31\],19.29
RF.reg_arr\[30\]\[16\],19.29
RF.reg_arr\[17\]\[0\],19.28
RF.reg_arr\[25\]\[9\],19.28
RF.reg_arr\[5\]\[20\],19.28
RF.reg_arr\[6\]\[9\],19.265
_2319_,19.26
RF.reg_arr\[14\]\[19\],19.255
RF.reg_arr\[26\]\[26\],19.25
RF.reg_arr\[19\]\[23\],19.24
RF.reg_arr\[31\]\[10\],19.24
RF.reg_arr\[4\]\[19\],19.24
RF.reg_arr\[5\]\[15\],19.24
RF.reg_arr\[29\]\[0\],19.2
_2008_,19.2
_2231_,19.2
_2673_,19.16
RF.reg_arr\[14\]\[3\],19.155
RF.reg_arr\[18\]\[22\],19.135
RF.reg_arr\[3\]\[0\],19.12
RF.reg_arr\[2\]\[5\],19.115
RF.reg_arr\[7\]\[25\],19.1
RF.reg_arr\[7\]\[29\],19.1
RF.reg_arr\[7\]\[7\],19.1
RF.reg_arr\[10\]\[5\],19.07
_2557_,19.07
_2629_,19.06
RF.reg_arr\[24\]\[0\],19.02
RF.reg_arr\[17\]\[21\],19
RF.reg_arr\[7\]\[17\],19
_2647_,19
RF.reg_arr\[0\]\[16\],18.98
RF.reg_arr\[22\]\[26\],18.97
RF.reg_arr\[1\]\[11\],18.96
RF.reg_arr\[28\]\[14\],18.96
RF.reg_arr\[3\]\[4\],18.96
_2052_,18.96
_1430_,18.92
_2700_,18.92
RF.reg_arr\[15\]\[7\],18.9
RF.reg_arr\[23\]\[5\],18.9
RF.reg_arr\[27\]\[11\],18.9
_1697_,18.9
_2510_,18.9
RF.reg_arr\[18\]\[2\],18.895
RF.reg_arr\[26\]\[6\],18.87
RF.reg_arr\[1\]\[4\],18.86
RF.reg_arr\[3\]\[31\],18.86
_2312_,18.86
_1081_,18.85
RF.reg_arr\[21\]\[29\],18.84
_2802_,18.84
RF.reg_arr\[24\]\[24\],18.82
_2484_,18.82
RF.reg_arr\[25\]\[12\],18.8
RF.reg_arr\[7\]\[8\],18.8
_1368_,18.8
_1453_,18.8
RF.reg_arr\[19\]\[10\],18.78
RF.reg_arr\[21\]\[8\],18.78
RF.reg_arr\[23\]\[28\],18.78
RF.reg_arr\[25\]\[3\],18.78
RF.reg_arr\[5\]\[11\],18.78
RF.reg_arr\[7\]\[11\],18.74
_2410_,18.74
_2747_,18.74
_1350_,18.72
RF.reg_arr\[10\]\[4\],18.715
_2182_,18.7
RF.reg_arr\[19\]\[12\],18.68
RF.reg_arr\[2\]\[20\],18.675
RF.reg_arr\[0\]\[21\],18.66
RF.reg_arr\[16\]\[30\],18.66
_1353_,18.66
_2107_,18.66
RF.reg_arr\[21\]\[0\],18.64
RF.reg_arr\[24\]\[5\],18.64
RF.reg_arr\[10\]\[10\],18.635
RF.reg_arr\[14\]\[4\],18.625
RF.reg_arr\[30\]\[9\],18.625
_0183_,18.605
RF.reg_arr\[17\]\[30\],18.6
RF.reg_arr\[9\]\[17\],18.6
_2504_,18.6
RF.reg_arr\[3\]\[29\],18.58
RF.reg_arr\[5\]\[22\],18.58
RF.reg_arr\[16\]\[21\],18.56
RF.reg_arr\[19\]\[3\],18.56
_2741_,18.56
RF.reg_arr\[26\]\[17\],18.535
RF.reg_arr\[16\]\[2\],18.52
RF.reg_arr\[20\]\[23\],18.52
RF.reg_arr\[7\]\[5\],18.5
_2133_,18.5
RF.reg_arr\[0\]\[5\],18.48
_2662_,18.46
_4011_,18.46
RF.reg_arr\[24\]\[8\],18.44
_1394_,18.44
_2799_,18.42
RF.reg_arr\[2\]\[25\],18.41
RF.reg_arr\[13\]\[15\],18.4
RF.reg_arr\[24\]\[22\],18.4
RF.reg_arr\[28\]\[5\],18.4
RF.reg_arr\[9\]\[15\],18.4
_2341_,18.4
_2833_,18.4
RF.reg_arr\[13\]\[27\],18.36
RF.reg_arr\[13\]\[7\],18.36
_1719_,18.36
RF.reg_arr\[31\]\[21\],18.32
RF.reg_arr\[3\]\[2\],18.32
_1965_,18.32
_2950_,18.3
RF.reg_arr\[19\]\[26\],18.29
RF.reg_arr\[1\]\[8\],18.28
RF.reg_arr\[7\]\[1\],18.28
RF.reg_arr\[25\]\[11\],18.26
_2147_,18.26
RF.reg_arr\[10\]\[12\],18.23
RF.reg_arr\[13\]\[28\],18.2
RF.reg_arr\[7\]\[0\],18.2
_2776_,18.2
RF.reg_arr\[22\]\[1\],18.175
RF.reg_arr\[11\]\[7\],18.16
RF.reg_arr\[23\]\[27\],18.14
_1419_,18.14
RF.reg_arr\[27\]\[17\],18.12
RF.reg_arr\[30\]\[29\],18.11
RF.reg_arr\[6\]\[27\],18.095
_1436_,18.08
_1665_,18.08
RF.reg_arr\[2\]\[18\],18.07
_1098_,18.06
_1337_,18.06
_2730_,18.06
_1410_,18.04
_3725_,18.04
RF.reg_arr\[25\]\[0\],18.02
_2735_,18.02
RF.reg_arr\[9\]\[2\],18
_2740_,18
RF.reg_arr\[23\]\[1\],17.96
RF.reg_arr\[25\]\[22\],17.96
RF.reg_arr\[21\]\[6\],17.94
RF.reg_arr\[5\]\[5\],17.92
_2706_,17.92
RF.reg_arr\[28\]\[11\],17.9
_1463_,17.9
RF.reg_arr\[20\]\[28\],17.88
_2404_,17.88
RF.reg_arr\[9\]\[11\],17.86
RF.reg_arr\[15\]\[15\],17.84
RF.reg_arr\[31\]\[26\],17.83
RF.reg_arr\[23\]\[30\],17.82
RF.reg_arr\[24\]\[26\],17.82
_1030_,17.8
RF.reg_arr\[11\]\[9\],17.78
RF.reg_arr\[27\]\[16\],17.76
_2782_,17.76
_2801_,17.755
RF.reg_arr\[18\]\[6\],17.74
RF.reg_arr\[1\]\[6\],17.72
RF.reg_arr\[28\]\[29\],17.72
_1472_,17.72
RF.reg_arr\[16\]\[26\],17.7
RF.reg_arr\[11\]\[4\],17.68
RF.reg_arr\[1\]\[10\],17.68
RF.reg_arr\[22\]\[13\],17.655
RF.reg_arr\[19\]\[11\],17.64
RF.reg_arr\[27\]\[7\],17.64
RF.reg_arr\[28\]\[6\],17.64
RF.reg_arr\[3\]\[3\],17.62
_4204_,17.62
RF.reg_arr\[12\]\[24\],17.6
RF.reg_arr\[7\]\[28\],17.56
_2727_,17.56
_1575_,17.52
_0797_,17.505
RF.reg_arr\[21\]\[9\],17.5
RF.reg_arr\[25\]\[13\],17.5
_3133_,17.5
_1219_,17.48
_1455_,17.48
RF.reg_arr\[1\]\[5\],17.46
RF.reg_arr\[10\]\[0\],17.44
RF.reg_arr\[20\]\[4\],17.44
RF.reg_arr\[5\]\[1\],17.42
RF.reg_arr\[14\]\[22\],17.415
RF.reg_arr\[15\]\[14\],17.41
RF.reg_arr\[1\]\[16\],17.4
RF.reg_arr\[3\]\[6\],17.4
_2907_,17.4
RF.reg_arr\[10\]\[13\],17.37
RF.reg_arr\[17\]\[29\],17.37
RF.reg_arr\[18\]\[7\],17.37
RF.reg_arr\[28\]\[21\],17.36
RF.reg_arr\[4\]\[23\],17.36
_2275_,17.36
_2572_,17.36
RF.reg_arr\[11\]\[24\],17.34
RF.reg_arr\[28\]\[19\],17.32
RF.reg_arr\[10\]\[27\],17.285
RF.reg_arr\[11\]\[15\],17.28
RF.reg_arr\[19\]\[24\],17.28
RF.reg_arr\[1\]\[14\],17.28
RF.reg_arr\[27\]\[14\],17.28
RF.reg_arr\[29\]\[22\],17.28
RF.reg_arr\[1\]\[22\],17.26
_2414_,17.22
RF.reg_arr\[29\]\[24\],17.2
RF.reg_arr\[14\]\[12\],17.195
RF.reg_arr\[22\]\[2\],17.19
RF.reg_arr\[9\]\[24\],17.18
_2031_,17.18
_2625_,17.18
RF.reg_arr\[28\]\[20\],17.16
RF.reg_arr\[24\]\[20\],17.14
_1531_,17.14
_2470_,17.12
_2626_,17.12
RF.reg_arr\[6\]\[15\],17.105
RF.reg_arr\[16\]\[23\],17.1
_1227_,17.095
_2671_,17.08
_2761_,17.08
RF.reg_arr\[21\]\[27\],17.06
_1655_,17.06
_2578_,17.06
RF.reg_arr\[29\]\[26\],17.02
_2154_,17.02
RF.reg_arr\[10\]\[2\],17.005
RF.reg_arr\[6\]\[22\],16.995
RF.reg_arr\[9\]\[30\],16.98
_2255_,16.98
RF.reg_arr\[18\]\[12\],16.97
RF.reg_arr\[12\]\[20\],16.94
RF.reg_arr\[1\]\[27\],16.94
RF.reg_arr\[9\]\[3\],16.94
net106,16.94
RF.reg_arr\[2\]\[6\],16.935
RF.reg_arr\[28\]\[18\],16.93
_1485_,16.92
_1561_,16.92
net881,16.92
RF.reg_arr\[11\]\[16\],16.9
RF.reg_arr\[11\]\[1\],16.9
RF.reg_arr\[17\]\[22\],16.9
RF.reg_arr\[1\]\[30\],16.9
RF.reg_arr\[4\]\[22\],16.9
_2575_,16.9
RF.reg_arr\[25\]\[4\],16.88
_1233_,16.88
_2480_,16.88
RF.reg_arr\[18\]\[8\],16.875
RF.reg_arr\[25\]\[28\],16.86
_1202_,16.84
net744,16.84
RF.reg_arr\[14\]\[7\],16.8
RF.reg_arr\[6\]\[14\],16.8
_1983_,16.8
RF.reg_arr\[18\]\[24\],16.795
RF.reg_arr\[30\]\[18\],16.795
_2045_,16.76
_2118_,16.76
_2664_,16.76
RF.reg_arr\[5\]\[19\],16.72
_2407_,16.72
_4150_,16.72
_2758_,16.68
RF.reg_arr\[24\]\[9\],16.66
RF.reg_arr\[2\]\[17\],16.65
RF.reg_arr\[25\]\[15\],16.64
_2872_,16.64
RF.reg_arr\[26\]\[21\],16.625
_1010_,16.605
_1970_,16.6
