net,length_um
net2,35.88
net3,32.84
net1,30.36
net4,21.94
clknet_1_1__leaf_clk,20.62
net5,18.78
_08_,16.96
clk,14.33
clknet_1_0__leaf_clk,14.18
count[2],11.58
rst,9.97
count[1],9.89
clknet_0_clk,9.5
net6,7.68
_12_,7.44
count[3],5.75
net7,5.22
net8,4.58
count[0],4.39
_04_,3.76
_00_,3.54
_02_,3.54
_10_,3.54
_05_,2.84
_11_,2.48
_06_,2.38
_07_,2.38
_03_,2.18
_01_,0.92
_09_,0.8
