net,length_um
net1,109.82
net7,103.8
net2,101.6
net3,100.42
net4,99.06
net5,97.34
net8,97.34
net6,90.04
_2_,5.8
A[2],5.37
A[1],4.01
_0_,4
A[3],3.67
Y[3],3.45
Y[0],3.33
A[0],2.96
Y[1],2.43
Y[2],2.31
_1_,0.46
