net,length_um
_2714_,102.8
_3113_,102.72
clknet_leaf_78_CLK,102.66
_1789_,102.6
clknet_leaf_4_CLK,102.4
clknet_leaf_33_CLK,101.94
_3056_,101.33
clknet_leaf_35_CLK,101.22
_1174_,101.19
net39,101.1
clknet_leaf_96_CLK,101.04
_3557_,100.675
_2366_,100.62
_1432_,100.1
_3109_,99.6
clknet_leaf_67_CLK,99.32
_2003_,99.14
_2028_,98.8
clknet_leaf_77_CLK,98.51
clknet_leaf_93_CLK,98.5
net7,97.96
_2443_,97.32
clknet_leaf_13_CLK,96.66
_3115_,96.655
clknet_leaf_69_CLK,96.52
clknet_leaf_28_CLK,95.72
net47,95.52
_2547_,95.44
clknet_leaf_10_CLK,95.175
clknet_leaf_56_CLK,94.9
_2025_,94.49
_3090_,94.32
_1383_,94.18
_1516_,93.62
clknet_leaf_84_CLK,93
clknet_leaf_0_CLK,92.88
clknet_leaf_99_CLK,92.66
clknet_leaf_55_CLK,92.22
clknet_leaf_15_CLK,91.8
_3412_,90.92
clknet_leaf_89_CLK,90.455
clknet_leaf_91_CLK,90.4
_2759_,90.36
clknet_leaf_40_CLK,90.08
clknet_leaf_7_CLK,89.86
clknet_leaf_16_CLK,89.82
_2722_,89.81
clknet_leaf_26_CLK,89.81
_2535_,89.67
_1111_,89.66
_3094_,89.08
_2207_,89.04
clknet_leaf_23_CLK,88.94
clknet_leaf_63_CLK,88.76
net97,88.71
net36,88.48
net50,88.32
net59,88.3
_2446_,88.18
_1753_,87.7
_1271_,87.47
_3704_,87.38
clknet_leaf_68_CLK,86.3
_2980_,85.8
_3593_,85.72
clknet_leaf_82_CLK,85.48
clknet_leaf_88_CLK,85.4
_2421_,85.38
clknet_leaf_60_CLK,85.28
_1833_,84.62
_1641_,84.5
net31,84.42
clknet_leaf_104_CLK,84.295
_1024_,84.09
clknet_leaf_73_CLK,83.9
_2418_,83.88
_2660_,83.81
clknet_leaf_76_CLK,83.78
clknet_leaf_79_CLK,83.68
_2309_,83.31
_1092_,82.75
clknet_leaf_3_CLK,82.64
clknet_leaf_36_CLK,81.92
_1955_,81.88
clknet_leaf_75_CLK,81.88
_2022_,81.76
_1246_,81.46
_3079_,81.42
_2200_,80.94
clknet_leaf_22_CLK,80.32
net57,80.04
net55,79.98
clknet_leaf_57_CLK,79.72
_1114_,79.4
clknet_leaf_71_CLK,79.26
_2568_,78.93
clknet_leaf_105_CLK,78.42
clknet_leaf_94_CLK,78.28
clknet_leaf_2_CLK,78.02
clknet_leaf_45_CLK,77.72
_1583_,77.7
clknet_leaf_42_CLK,77.64
_2588_,76.78
clknet_leaf_87_CLK,76.22
_2613_,76.1
clknet_leaf_31_CLK,75.58
clknet_leaf_14_CLK,74.42
_2430_,74.22
_1247_,73.94
_2683_,73.66
clknet_leaf_70_CLK,73.46
clknet_leaf_95_CLK,72.68
net43,72.38
_1616_,72.2
_2313_,71.805
_2670_,71.55
_2853_,71.3
net33,71.24
clknet_leaf_37_CLK,71.2
clknet_leaf_34_CLK,70.88
clknet_leaf_101_CLK,70.74
clknet_leaf_52_CLK,70.6
_2585_,70.45
net48,70.45
clknet_leaf_61_CLK,70.26
_1367_,70.24
_2785_,70.23
clknet_leaf_81_CLK,70.2
clknet_leaf_49_CLK,70.06
_1078_,70.04
clknet_leaf_90_CLK,69.965
clknet_leaf_100_CLK,69.96
_3268_,69.94
_2489_,69.82
net52,69.68
_2642_,69.62
_2712_,69.46
_1150_,69.26
net44,69.16
_2381_,69.035
clknet_leaf_20_CLK,68.86
net53,68.52
clknet_leaf_32_CLK,68.4
_1895_,68.34
_1892_,68.28
net14,67.94
_3447_,67.73
clknet_leaf_74_CLK,67.7
_2361_,67.64
clknet_leaf_18_CLK,67.48
_2749_,67.04
_2199_,66.91
clknet_leaf_64_CLK,66.72
_1196_,66.46
clknet_leaf_103_CLK,65.885
_1580_,65.84
clknet_leaf_47_CLK,65.64
_2778_,65.56
clknet_leaf_102_CLK,65.56
clknet_leaf_50_CLK,65.435
_2066_,65.39
_1214_,65.02
_2035_,64.92
clknet_leaf_30_CLK,64.855
clknet_leaf_51_CLK,64.28
net58,64.02
_2011_,63.9
clknet_leaf_43_CLK,63.68
clknet_leaf_86_CLK,63.64
_1490_,63.54
_1511_,63.54
_2666_,63.18
clknet_leaf_25_CLK,62.96
clknet_leaf_11_CLK,62.9
net25,62.72
_2972_,62.63
clknet_leaf_46_CLK,62.2
_2486_,62.13
clknet_leaf_98_CLK,62.12
_1437_,62.06
net41,62
clknet_leaf_17_CLK,61.98
_2330_,61.58
A2[3],61.51
_1935_,61.5
clknet_leaf_5_CLK,61.375
_1988_,61.14
net49,61.04
_2996_,60.96
_1238_,60.7
_2973_,60.59
_2334_,60.5
net77,60.47
net78,60.46
_2148_,60.44
net61,60.41
clknet_leaf_85_CLK,60.28
clknet_leaf_62_CLK,60.2
_2533_,59.78
_1555_,59.04
_1248_,58.64
net40,58.46
_1524_,58.36
_2634_,58.24
clknet_leaf_38_CLK,58.12
_2490_,58.08
net54,57.98
net60,57.72
clknet_leaf_72_CLK,57.58
A2[2],57.55
net17,57.38
_2545_,57.11
clknet_leaf_97_CLK,57.08
net24,57.02
clknet_leaf_6_CLK,56.8
net80,56.6
_2522_,56.54
_2859_,56.46
clknet_leaf_92_CLK,56.315
_2808_,56.3
_1127_,56.22
clknet_leaf_9_CLK,55.89
_2474_,55.69
_1877_,55.6
net42,55.52
clknet_leaf_39_CLK,55.52
A3[3],55.15
net19,55.08
_1457_,54.94
_2343_,54.5
_2582_,54.46
_2436_,54.41
_1406_,53.76
net21,53.76
_2166_,53.42
net71,53.34
net75,53.32
net20,53.24
_2975_,53.23
A3[2],53.05
clknet_leaf_41_CLK,52.54
_2453_,52.36
clknet_leaf_53_CLK,52.3
_2477_,51.86
_2658_,51.76
net38,51.76
_2974_,51.68
_2433_,51.615
clknet_leaf_44_CLK,51.5
WD3[2],51.49
_1652_,51.465
net46,51.44
net73,51.36
clknet_leaf_19_CLK,51.22
_2597_,51.2
_2401_,51.18
_2386_,50.99
_1540_,50.9
A3[4],50.55
net64,50.38
_2841_,50.37
_2131_,50.26
_2602_,49.56
_2320_,49.52
clknet_leaf_27_CLK,49.28
net74,49.26
_1209_,49.2
clknet_leaf_58_CLK,48.78
_2627_,48.74
_1819_,48.72
_1945_,48.5
_2756_,48.47
_2697_,48.42
net51,48.4
net62,48.32
_2549_,48.3
_2534_,48.08
net76,48.06
_2524_,47.99
RF.reg_arr\[21\]\[3\],47.88
A2[4],47.85
_1446_,47.64
_1736_,47.62
WD3[19],47.61
A1[3],47.27
net12,47.26
WD3[9],47.17
_2437_,47.12
_1744_,47.1
_2244_,47.04
_2193_,47
net37,46.82
net63,46.76
A1[2],46.71
net79,46.56
clknet_leaf_21_CLK,46.36
A1[1],46.31
_3057_,46.18
net1123,46.12
_1392_,46.02
WD3[23],45.99
_1828_,45.8
net22,45.8
_3556_,45.68
net4,45.58
_2583_,45.54
WD3[14],45.46
net11,44.94
_2094_,44.8
_2262_,44.68
WD3[3],44.67
WD3[20],44.63
_2594_,44.62
_1971_,44.58
A1[4],44.45
net23,44.28
A3[0],44.25
_2567_,44.24
_1481_,44.22
WD3[24],44.04
WD3[10],43.95
_2718_,43.765
_1550_,43.72
_1338_,43.7
_1577_,43.6
WD3[0],43.55
result[31],43.24
A3[1],43.23
WE3,43.13
_1423_,43.04
WD3[4],42.97
_2595_,42.8
result[17],42.75
WD3[27],42.66
net2,42.64
result[7],42.63
net65,42.42
opcode[0],42.41
RF.reg_arr\[20\]\[25\],42.36
WD3[7],42.32
net67,42.24
_2015_,42.2
WD3[22],42.18
_2423_,42.14
result[3],42.11
RF.reg_arr\[2\]\[19\],41.93
RF.reg_arr\[15\]\[11\],41.92
WD3[8],41.84
WD3[26],41.72
WD3[6],41.7
result[9],41.64
result[29],41.62
_2521_,41.39
opcode[1],41.27
_2680_,41.2
_2511_,41.18
result[14],41.16
result[19],41.16
result[25],41.16
_1699_,41.13
result[11],41.02
_2283_,40.96
_2600_,40.96
_1620_,40.92
result[5],40.71
result[20],40.7
result[23],40.7
net34,40.7
WD3[11],40.6
result[0],40.59
_2023_,40.52
WD3[12],40.48
WD3[28],40.47
_1606_,40.4
_2928_,40.34
_2467_,40.32
_2843_,40.3
result[24],40.26
result[27],40.26
WD3[1],40.25
result[26],40.24
result[30],40.24
result[8],40.24
_1309_,40.2
_2004_,40.2
WD3[17],40.13
WD3[31],40.13
_1301_,40.06
result[1],40.03
result[2],40.03
WD3[5],40.02
_1812_,40
_2353_,39.96
result[13],39.91
_1739_,39.83
RF.reg_arr\[20\]\[3\],39.82
result[28],39.8
result[15],39.69
_1799_,39.68
_2379_,39.6
A1[0],39.57
WD3[16],39.45
result[12],39.35
result[18],39.35
result[16],39.34
result[6],39.34
_3702_,39.255
result[4],39.23
_2124_,39.2
RF.reg_arr\[28\]\[27\],39.18
_1526_,39.16
WD3[18],39.11
_1754_,38.99
WD3[25],38.98
_2471_,38.94
_2976_,38.94
result[21],38.89
_2525_,38.86
WD3[29],38.77
_1321_,38.74
WD3[21],38.64
_2617_,38.54
_2491_,38.44
WD3[30],38.43
result[22],38.42
_2058_,38.32
_2596_,38.32
WD3[13],38.18
WD3[15],38.18
_1581_,38.12
RF.reg_arr\[15\]\[18\],37.76
_1458_,37.76
_1672_,37.7
_2665_,37.68
_3158_,37.62
RF.reg_arr\[16\]\[20\],37.58
result[10],37.5
_1763_,37.46
RF.reg_arr\[26\]\[12\],37.375
_2586_,37.08
_3267_,37.08
_2074_,37
_1734_,36.85
_1640_,36.56
RF.reg_arr\[30\]\[31\],36.545
_2738_,36.525
_2235_,36.48
_2616_,36.48
_1470_,36.32
_2661_,36.26
RF.reg_arr\[16\]\[11\],36.24
_1855_,36.22
clknet_leaf_80_CLK,36.165
_2564_,36.02
_2400_,35.94
_2463_,35.9
_2492_,35.9
_2709_,35.74
RF.reg_arr\[25\]\[26\],35.64
RF.reg_arr\[30\]\[4\],35.395
_2772_,35.32
net13,35.3
_1362_,35.18
_2196_,35.14
_1040_,34.96
_2300_,34.84
_2631_,34.78
_2435_,34.76
RF.reg_arr\[24\]\[12\],34.72
_2462_,34.7
_2669_,34.64
RF.reg_arr\[28\]\[15\],34.62
_2755_,34.62
RF.reg_arr\[31\]\[31\],34.6
RF.reg_arr\[6\]\[19\],34.305
_2784_,34.26
RF.reg_arr\[1\]\[9\],34.24
_1260_,34.14
RF.reg_arr\[11\]\[29\],34.1
_1517_,33.84
RF.reg_arr\[21\]\[20\],33.8
_2846_,33.8
_2823_,33.78
_2969_,33.76
RF.reg_arr\[27\]\[12\],33.73
RF.reg_arr\[21\]\[24\],33.68
_2857_,33.6
_2736_,33.48
RF.reg_arr\[7\]\[19\],33.34
_1217_,33.34
_1493_,33.31
_2495_,33.28
clknet_leaf_8_CLK,33.18
net72,33.12
_2885_,33
_1153_,32.94
_2632_,32.92
_2715_,32.86
RF.reg_arr\[14\]\[18\],32.81
net1,32.76
RF.reg_arr\[8\]\[18\],32.7
RF.reg_arr\[22\]\[17\],32.675
RF.reg_arr\[28\]\[12\],32.66
_2468_,32.64
_2688_,32.62
RF.reg_arr\[12\]\[31\],32.58
_1929_,32.5
_1974_,32.5
RF.reg_arr\[21\]\[7\],32.475
_2614_,32.42
_2558_,32.39
RF.reg_arr\[23\]\[17\],32.33
_2574_,32.32
_1206_,32.2
RF.reg_arr\[2\]\[12\],32.19
RF.reg_arr\[19\]\[20\],32.16
RF.reg_arr\[16\]\[4\],32.04
_2852_,31.92
_1687_,31.86
_2748_,31.78
RF.reg_arr\[15\]\[24\],31.76
RF.reg_arr\[26\]\[11\],31.745
_2618_,31.58
RF.reg_arr\[6\]\[23\],31.55
_2707_,31.54
_1790_,31.44
_1690_,31.36
RF.reg_arr\[15\]\[19\],31.3
net30,31.24
_2429_,31.14
_2507_,31.13
_1722_,31.12
_2439_,31.12
RF.reg_arr\[18\]\[11\],31.045
RF.reg_arr\[10\]\[1\],31.04
_2068_,30.84
_2503_,30.76
RF.reg_arr\[29\]\[20\],30.7
_2560_,30.66
RF.reg_arr\[22\]\[3\],30.635
_2931_,30.62
RF.reg_arr\[0\]\[26\],30.5
RF.reg_arr\[18\]\[27\],30.455
RF.reg_arr\[4\]\[8\],30.42
RF.reg_arr\[2\]\[30\],30.4
_2465_,30.36
_1287_,30.34
RF.reg_arr\[30\]\[1\],30.29
_2121_,30.28
RF.reg_arr\[24\]\[15\],30.24
_2881_,30.22
net32,30.16
RF.reg_arr\[4\]\[4\],30.12
RF.reg_arr\[12\]\[21\],30.06
RF.reg_arr\[4\]\[3\],30.04
RF.reg_arr\[22\]\[16\],29.97
_2347_,29.94
RF.reg_arr\[15\]\[27\],29.86
_1465_,29.86
RF.reg_arr\[27\]\[23\],29.84
_2951_,29.805
_2359_,29.71
_2971_,29.7
_2792_,29.68
RF.reg_arr\[25\]\[20\],29.64
RF.reg_arr\[21\]\[15\],29.62
RF.reg_arr\[8\]\[17\],29.62
_2529_,29.62
_2805_,29.6
RF.reg_arr\[22\]\[19\],29.57
net35,29.52
RF.reg_arr\[12\]\[2\],29.5
_1070_,29.48
RF.reg_arr\[28\]\[31\],29.46
RF.reg_arr\[21\]\[26\],29.38
RF.reg_arr\[1\]\[19\],29.27
RF.reg_arr\[21\]\[1\],29.22
RF.reg_arr\[21\]\[22\],29.22
_2251_,29.16
RF.reg_arr\[31\]\[29\],29.09
_2643_,29.04
RF.reg_arr\[20\]\[2\],29.02
RF.reg_arr\[30\]\[19\],29.015
_2633_,28.99
RF.reg_arr\[31\]\[22\],28.98
RF.reg_arr\[28\]\[24\],28.88
RF.reg_arr\[20\]\[7\],28.84
RF.reg_arr\[9\]\[10\],28.84
_1378_,28.84
_2879_,28.84
RF.reg_arr\[4\]\[24\],28.78
RF.reg_arr\[21\]\[21\],28.7
_2130_,28.7
RF.reg_arr\[16\]\[3\],28.66
RF.reg_arr\[29\]\[31\],28.66
RF.reg_arr\[4\]\[19\],28.66
RF.reg_arr\[0\]\[30\],28.58
RF.reg_arr\[12\]\[10\],28.58
_1829_,28.58
RF.reg_arr\[21\]\[19\],28.44
RF.reg_arr\[18\]\[20\],28.43
RF.reg_arr\[4\]\[9\],28.42
RF.reg_arr\[18\]\[16\],28.375
RF.reg_arr\[12\]\[29\],28.34
RF.reg_arr\[3\]\[5\],28.34
RF.reg_arr\[5\]\[12\],28.34
RF.reg_arr\[19\]\[2\],28.33
RF.reg_arr\[26\]\[27\],28.33
RF.reg_arr\[29\]\[30\],28.32
RF.reg_arr\[0\]\[25\],28.26
_2947_,28.26
_1404_,28.25
RF.reg_arr\[0\]\[14\],28.2
_2104_,28.2
_2813_,28.06
RF.reg_arr\[22\]\[7\],28.015
RF.reg_arr\[11\]\[27\],28
RF.reg_arr\[20\]\[16\],27.995
RF.reg_arr\[25\]\[19\],27.92
RF.reg_arr\[30\]\[3\],27.91
RF.reg_arr\[25\]\[24\],27.9
_2428_,27.72
_2274_,27.71
RF.reg_arr\[14\]\[29\],27.65
_1925_,27.64
_2002_,27.6
_2296_,27.58
RF.reg_arr\[20\]\[22\],27.56
RF.reg_arr\[29\]\[25\],27.56
_2279_,27.56
_2378_,27.56
_1060_,27.54
RF.reg_arr\[10\]\[11\],27.53
RF.reg_arr\[16\]\[7\],27.52
RF.reg_arr\[24\]\[10\],27.52
RF.reg_arr\[8\]\[25\],27.5
_1773_,27.48
_1793_,27.48
RF.reg_arr\[5\]\[26\],27.44
RF.reg_arr\[12\]\[8\],27.42
_1717_,27.41
RF.reg_arr\[24\]\[31\],27.4
RF.reg_arr\[30\]\[12\],27.36
RF.reg_arr\[31\]\[24\],27.36
RF.reg_arr\[26\]\[19\],27.25
RF.reg_arr\[20\]\[31\],27.2
RF.reg_arr\[28\]\[30\],27.2
_2442_,27.18
RF.reg_arr\[17\]\[4\],27.16
RF.reg_arr\[14\]\[10\],27.15
RF.reg_arr\[30\]\[13\],27.13
RF.reg_arr\[15\]\[16\],27.1
RF.reg_arr\[22\]\[14\],27.1
_1514_,27.1
_2243_,27.1
RF.reg_arr\[13\]\[8\],27.04
_2290_,27.02
RF.reg_arr\[16\]\[25\],26.98
_1213_,26.98
RF.reg_arr\[13\]\[31\],26.96
RF.reg_arr\[31\]\[4\],26.9
RF.reg_arr\[15\]\[17\],26.8
_2520_,26.8
RF.reg_arr\[8\]\[14\],26.78
_2432_,26.765
RF.reg_arr\[28\]\[17\],26.76
_1183_,26.74
RF.reg_arr\[31\]\[19\],26.7
RF.reg_arr\[25\]\[27\],26.695
RF.reg_arr\[2\]\[13\],26.69
RF.reg_arr\[17\]\[2\],26.68
RF.reg_arr\[11\]\[19\],26.64
_2531_,26.64
net70,26.64
RF.reg_arr\[3\]\[21\],26.54
_2034_,26.54
RF.reg_arr\[30\]\[14\],26.455
RF.reg_arr\[8\]\[30\],26.44
RF.reg_arr\[27\]\[5\],26.42
RF.reg_arr\[29\]\[5\],26.42
_1073_,26.42
RF.reg_arr\[24\]\[28\],26.4
RF.reg_arr\[16\]\[27\],26.38
RF.reg_arr\[25\]\[10\],26.38
_1444_,26.36
RF.reg_arr\[22\]\[10\],26.35
RF.reg_arr\[29\]\[2\],26.34
RF.reg_arr\[26\]\[10\],26.335
_2619_,26.32
_2746_,26.32
RF.reg_arr\[20\]\[24\],26.3
RF.reg_arr\[7\]\[10\],26.24
RF.reg_arr\[22\]\[25\],26.23
_2686_,26.22
RF.reg_arr\[20\]\[19\],26.18
RF.reg_arr\[24\]\[30\],26.16
RF.reg_arr\[18\]\[13\],26.15
RF.reg_arr\[28\]\[22\],26.14
_1841_,26.08
RF.reg_arr\[6\]\[7\],26.075
_2909_,26.06
RF.reg_arr\[30\]\[0\],26.055
RF.reg_arr\[4\]\[5\],26.04
RF.reg_arr\[6\]\[12\],26.025
RF.reg_arr\[8\]\[9\],26
RF.reg_arr\[16\]\[14\],25.98
_2624_,25.98
RF.reg_arr\[1\]\[2\],25.96
RF.reg_arr\[4\]\[29\],25.92
_1832_,25.9
RF.reg_arr\[28\]\[0\],25.86
_2646_,25.85
_2777_,25.82
RF.reg_arr\[2\]\[31\],25.75
RF.reg_arr\[12\]\[27\],25.72
RF.reg_arr\[14\]\[14\],25.695
RF.reg_arr\[15\]\[10\],25.68
RF.reg_arr\[16\]\[12\],25.68
RF.reg_arr\[28\]\[10\],25.68
