net,length_um
_1020_,50.88
_1063_,50.32
_1511_,50.12
RF0.regs\[25\]\[23\],49.84
_1827_,49.8
RF0.regs\[0\]\[28\],49.58
RF0.regs\[4\]\[10\],49.36
RF0.regs\[10\]\[0\],49.205
RF0.regs\[12\]\[24\],48.98
_0953_,48.88
RF0.regs\[25\]\[17\],48.845
clknet_leaf_15_clk,48.78
_1469_,48.72
_1460_,48.28
_2404_,48.1
_0833_,47.86
_1295_,47.845
RF0.regs\[4\]\[31\],47.8
_2387_,47.72
_1367_,47.49
_2457_,47.34
RF0.regs\[15\]\[30\],47.26
_1837_,47.26
RF0.regs\[25\]\[16\],47.115
RF0.regs\[10\]\[19\],46.88
_2097_,46.82
RF0.regs\[25\]\[3\],46.72
_2044_,46.64
_1080_,46.625
_1016_,46.5
_1542_,46.4
_1427_,46.335
RF0.regs\[25\]\[13\],46.255
_2388_,46.2
net48,45.88
RF0.regs\[10\]\[13\],45.5
RF0.regs\[25\]\[18\],45.465
_0929_,45.02
_0820_,44.94
net15,44.82
_1918_,44.79
net33,44.565
RF0.regs\[4\]\[8\],44.54
_1592_,44.2
_1667_,44.16
RF0.regs\[10\]\[9\],43.93
RF0.regs\[10\]\[20\],43.91
_1423_,43.74
_2437_,43.72
_1887_,43.3
_0850_,43.08
RF0.regs\[15\]\[5\],42.905
_1475_,42.8
_1762_,42.68
_2402_,42.5
clknet_leaf_20_clk,42.46
RF0.regs\[4\]\[25\],42.44
RF0.regs\[5\]\[14\],42.18
_1741_,42.08
RF0.regs\[25\]\[19\],41.985
_1094_,41.965
RF0.regs\[15\]\[24\],41.925
_1491_,41.8
RF0.regs\[0\]\[29\],41.66
RF0.regs\[15\]\[4\],41.655
_1839_,41.36
_0959_,41.24
_0903_,41.22
_1429_,41.215
RF0.regs\[5\]\[4\],40.88
_1083_,40.82
RF0.regs\[15\]\[13\],40.79
_1441_,40.72
_1062_,40.62
_2436_,40.48
_0801_,40.29
_1749_,40.16
_1450_,40
RF0.regs\[25\]\[5\],39.79
clknet_leaf_31_clk,39.66
RF0.regs\[25\]\[20\],39.54
_1988_,39.34
RF0.regs\[15\]\[31\],39.325
net29,39.1
_1783_,39.06
_1098_,38.98
RF0.regs\[15\]\[29\],38.62
_0847_,38.52
RF0.regs\[0\]\[1\],38.48
_1070_,38.44
_2390_,38.34
_0818_,38.26
_2393_,38.24
_1379_,38.18
_0992_,37.88
_1789_,37.78
RF0.regs\[12\]\[0\],37.775
_0939_,37.76
_1444_,37.71
_1881_,37.7
RF0.regs\[10\]\[27\],37.56
_1688_,37.54
_1750_,37.42
_1439_,37.16
_1729_,37.1
_1573_,36.8
_1273_,36.78
RF0.regs\[7\]\[1\],36.64
clknet_leaf_36_clk,36.62
_1794_,36.38
RF0.regs\[5\]\[15\],36.36
_0974_,36.29
RF0.regs\[25\]\[21\],36.27
disp.digits\[15\],36.22
RF0.regs\[10\]\[14\],36.16
_1308_,36.16
_1889_,36.06
RF0.regs\[10\]\[17\],36.01
_1697_,35.94
_1304_,35.78
RF0.regs\[12\]\[26\],35.38
RF0.regs\[4\]\[26\],35.3
RF0.regs\[5\]\[12\],35.24
RF0.regs\[10\]\[15\],35.2
_1570_,35.16
RF0.regs\[7\]\[9\],34.98
RF0.regs\[12\]\[17\],34.86
_1078_,34.82
_1276_,34.74
_1013_,34.56
_0955_,34.38
RF0.regs\[25\]\[12\],34.24
_1030_,34.24
_1595_,34.24
RF0.regs\[0\]\[18\],34.16
RF0.regs\[12\]\[29\],34.08
_0997_,34.06
_1473_,33.9
_1850_,33.86
_1300_,33.66
net13,33.31
RF0.regs\[4\]\[28\],33.12
RF0.regs\[12\]\[22\],33.02
_0007_,32.975
disp.digits\[14\],32.94
RF0.regs\[4\]\[29\],32.88
_1075_,32.82
_1345_,32.76
RF0.regs\[10\]\[12\],32.66
net6,32.545
_1504_,32.54
RF0.regs\[25\]\[14\],32.505
RF0.regs\[5\]\[10\],32.2
RF0.regs\[12\]\[28\],32.16
RF0.regs\[15\]\[20\],32.145
_0986_,32.06
_1818_,32.06
RF0.regs\[5\]\[8\],32.02
_1583_,31.96
RF0.regs\[12\]\[25\],31.92
_1548_,31.9
_1588_,31.9
_1523_,31.76
RF0.regs\[12\]\[20\],31.56
_1453_,31.52
_1434_,31.22
_1380_,31.18
_0960_,31.16
RF0.regs\[10\]\[4\],31.13
_2391_,31.08
RF0.regs\[2\]\[22\],31.04
RF0.regs\[2\]\[24\],30.92
_1731_,30.92
_1068_,30.865
RF0.regs\[25\]\[15\],30.715
_2399_,30.64
RF0.regs\[5\]\[0\],30.635
RF0.regs\[0\]\[2\],30.42
_1649_,30.42
_1909_,30.34
_1669_,30.26
RF0.regs\[15\]\[16\],30.24
RF0.regs\[15\]\[12\],30.22
RF0.regs\[10\]\[7\],30.2
_1377_,30.2
_1723_,30.18
_1678_,30.16
_1949_,30.16
RF0.regs\[0\]\[8\],30
RF0.regs\[25\]\[30\],29.96
_1816_,29.92
_1707_,29.88
_0950_,29.86
_1825_,29.86
_2173_,29.74
RF0.regs\[10\]\[1\],29.56
RF0.regs\[2\]\[9\],29.465
RF0.regs\[0\]\[0\],29.46
_1275_,29.42
_1289_,29.42
_0793_,29.295
_1329_,29.24
net45,29.1
_1485_,28.95
_0851_,28.92
_1514_,28.86
_1780_,28.76
RF0.regs\[20\]\[20\],28.74
net3,28.735
_1369_,28.72
_1324_,28.58
_1640_,28.575
RF0.regs\[7\]\[25\],28.56
_1912_,28.56
RF0.regs\[10\]\[30\],28.4
RF0.regs\[10\]\[2\],28.36
_1645_,28.34
RF0.regs\[10\]\[6\],28.26
_1866_,28.22
_1624_,28.12
RF0.regs\[0\]\[16\],28.04
_1381_,28.02
RF0.regs\[0\]\[11\],27.94
RF0.regs\[0\]\[25\],27.94
RF0.regs\[0\]\[24\],27.92
_1297_,27.92
RF0.regs\[15\]\[28\],27.84
RF0.regs\[0\]\[27\],27.78
_1756_,27.77
_1796_,27.68
_1630_,27.6
_1814_,27.6
_0973_,27.52
_2385_,27.52
_1681_,27.44
RF0.regs\[0\]\[6\],27.24
RF0.regs\[10\]\[8\],27.18
RF0.regs\[25\]\[27\],27.145
_1371_,27.1
_0822_,27.04
RF0.regs\[5\]\[31\],27.02
RF0.regs\[2\]\[11\],27.01
net27,27
_1876_,26.94
net31,26.94
_1293_,26.8
_1602_,26.76
RF0.regs\[0\]\[3\],26.72
_1310_,26.68
RF0.regs\[12\]\[1\],26.66
_1077_,26.64
RF0.regs\[5\]\[16\],26.48
_0804_,26.44
_1878_,26.36
RF0.regs\[5\]\[13\],26.34
_1859_,26.33
RF0.regs\[20\]\[6\],26.3
_1800_,26.28
_2039_,26.24
_1655_,26.14
_1400_,26.12
_1000_,26.1
RF0.regs\[25\]\[1\],26.06
RF0.regs\[7\]\[3\],25.96
RF0.regs\[6\]\[5\],25.805
_1663_,25.78
RF0.regs\[12\]\[16\],25.72
_1634_,25.7
_2397_,25.66
RF0.regs\[25\]\[28\],25.65
net32,25.63
_1267_,25.58
RF0.regs\[25\]\[31\],25.575
_1798_,25.52
RF0.regs\[2\]\[23\],25.48
_0947_,25.48
_1615_,25.48
_1605_,25.44
_1631_,25.4
_1281_,25.38
RF0.regs\[5\]\[6\],25.28
_0942_,25.2
RF0.regs\[7\]\[19\],25.02
_1091_,24.96
_2447_,24.92
_0881_,24.9
RF0.regs\[0\]\[26\],24.88
_1857_,24.84
_1864_,24.84
_1874_,24.84
_1393_,24.82
RF0.regs\[5\]\[5\],24.72
_0777_,24.605
_0787_,24.6
_1660_,24.52
_1302_,24.48
_1715_,24.44
RF0.regs\[7\]\[27\],24.4
_1101_,24.38
_1773_,24.3
_1849_,24.24
_1774_,24.2
RF0.regs\[7\]\[29\],24.18
_1819_,24.14
RF0.regs\[0\]\[31\],24.1
_1362_,24.1
_1517_,24.06
_1753_,24.06
_1644_,24.02
_1581_,24
_1076_,23.94
RF0.regs\[25\]\[26\],23.81
RF0.regs\[7\]\[16\],23.8
_1503_,23.78
_1799_,23.76
_1540_,23.68
_1125_,23.6
RF0.regs\[10\]\[29\],23.56
RF0.regs\[2\]\[25\],23.54
_1894_,23.52
RF0.regs\[15\]\[10\],23.505
RF0.regs\[7\]\[2\],23.5
clknet_leaf_4_clk,23.5
_1278_,23.44
_1905_,23.38
_1471_,23.32
IM0.addr\[3\],23.26
_0786_,23.24
_1968_,23.24
_1921_,23.22
_1714_,23.04
_1848_,23
_1363_,22.98
_0890_,22.935
_0888_,22.84
_1445_,22.82
RF0.regs\[25\]\[9\],22.805
RF0.regs\[7\]\[24\],22.805
RF0.regs\[0\]\[19\],22.76
_1390_,22.68
_1769_,22.66
_2384_,22.64
_1771_,22.62
_2048_,22.54
_1001_,22.52
_1386_,22.515
RF0.regs\[10\]\[26\],22.46
RF0.regs\[7\]\[21\],22.46
_1408_,22.44
RF0.regs\[12\]\[21\],22.31
_1353_,22.3
_1490_,22.08
_0802_,22
RF0.regs\[0\]\[5\],21.96
_1104_,21.94
_1858_,21.92
RF0.regs\[7\]\[0\],21.88
RF0.regs\[6\]\[4\],21.86
RF0.regs\[20\]\[10\],21.76
net7,21.755
RF0.regs\[7\]\[26\],21.665
_1639_,21.66
_1693_,21.66
_1437_,21.64
_0944_,21.62
_1861_,21.62
_1883_,21.6
_2396_,21.58
_2394_,21.56
RF0.regs\[7\]\[20\],21.5
_1092_,21.48
_0791_,21.42
_1337_,21.42
RF0.regs\[15\]\[14\],21.415
_1699_,21.4
_1787_,21.38
RF0.regs\[20\]\[18\],21.34
_1280_,21.32
_1391_,21.3
RF0.regs\[20\]\[29\],21.28
_1563_,21.28
RF0.regs\[12\]\[11\],21.24
net4,21.225
net66,21.155
RF0.regs\[7\]\[17\],21.08
_1633_,21.06
_1027_,21.04
IM0.addr\[2\],20.98
_1315_,20.94
_1735_,20.92
net46,20.92
RF0.regs\[0\]\[10\],20.88
_1028_,20.88
RF0.regs\[25\]\[24\],20.86
_1717_,20.86
_1292_,20.84
_1242_,20.8
_1606_,20.8
_1651_,20.8
_1032_,20.76
_2403_,20.74
_1507_,20.72
RF0.regs\[2\]\[30\],20.66
_1545_,20.64
RF0.regs\[0\]\[21\],20.5
_1828_,20.42
_1739_,20.4
_1914_,20.4
_0988_,20.36
RF0.regs\[6\]\[29\],20.34
RF0.regs\[15\]\[26\],20.23
_1069_,20.14
_1515_,20.12
RF0.regs\[20\]\[16\],20.08
net30,20.075
RF0.regs\[12\]\[23\],19.92
RF0.regs\[7\]\[18\],19.9
_1823_,19.9
_1294_,19.87
_0805_,19.86
_0952_,19.84
RF0.regs\[7\]\[13\],19.7
RF0.regs\[12\]\[18\],19.68
RF0.regs\[12\]\[3\],19.68
RF0.regs\[0\]\[20\],19.66
RF0.regs\[12\]\[19\],19.66
RF0.regs\[20\]\[17\],19.64
RF0.regs\[6\]\[0\],19.62
_0857_,19.6
_1534_,19.415
_1296_,19.4
_1397_,19.4
RF0.regs\[20\]\[15\],19.38
_1632_,19.36
_2041_,19.3
RF0.regs\[7\]\[6\],19.285
RF0.regs\[7\]\[14\],19.24
disp.digit_select\[0\],19.2
_1272_,19.18
RF0.regs\[5\]\[20\],19.16
_2407_,19.16
RF0.regs\[12\]\[9\],19.125
_1463_,19.1
_1792_,19.06
RF0.regs\[5\]\[18\],19.04
RF0.regs\[20\]\[4\],19.025
IM0.addr\[0\],19.02
RF0.regs\[2\]\[21\],19
_1375_,19
_1641_,18.98
net8,18.96
RF0.regs\[6\]\[3\],18.9
_0831_,18.9
RF0.regs\[10\]\[24\],18.86
_1099_,18.82
_1268_,18.82
clknet_leaf_5_clk,18.78
RF0.regs\[7\]\[15\],18.74
_0915_,18.72
RF0.regs\[12\]\[14\],18.7
RF0.regs\[20\]\[24\],18.66
RF0.regs\[5\]\[26\],18.62
_1418_,18.6
_2272_,18.56
disp.digit_select\[1\],18.46
RF0.regs\[0\]\[12\],18.44
RF0.regs\[7\]\[28\],18.44
_0980_,18.44
RF0.regs\[25\]\[29\],18.425
_0785_,18.36
RF0.regs\[0\]\[17\],18.32
_1719_,18.26
_1802_,18.2
_2056_,18.16
_1465_,18.15
_1900_,18.12
RF0.regs\[25\]\[2\],17.975
_1727_,17.94
RF0.regs\[10\]\[31\],17.88
_1403_,17.82
_1718_,17.78
_1806_,17.78
_0773_,17.72
_1327_,17.7
RF0.regs\[20\]\[30\],17.685
_1936_,17.66
RF0.regs\[0\]\[14\],17.64
RF0.regs\[20\]\[7\],17.53
RF0.regs\[20\]\[9\],17.53
_1754_,17.48
RF0.regs\[20\]\[13\],17.44
RF0.regs\[0\]\[4\],17.42
RF0.regs\[25\]\[8\],17.42
RF0.regs\[10\]\[28\],17.4
RF0.regs\[7\]\[10\],17.4
_1791_,17.4
_1571_,17.36
RF0.regs\[25\]\[11\],17.335
_1103_,17.28
_1518_,17.28
RF0.regs\[2\]\[10\],17.26
_2052_,17.26
_1586_,17.24
_2060_,17.2
RF0.regs\[20\]\[28\],17.145
_2250_,17.12
_2051_,17.1
_0908_,17.08
IM0.addr\[6\],16.95
net55,16.94
RF0.regs\[15\]\[8\],16.865
_1479_,16.86
_1812_,16.78
RF0.regs\[20\]\[11\],16.775
_1417_,16.72
RF0.regs\[20\]\[5\],16.68
_1436_,16.64
_1532_,16.64
_1618_,16.6
RF0.regs\[5\]\[29\],16.59
RF0.regs\[10\]\[10\],16.52
_1161_,16.48
_1307_,16.48
RF0.regs\[12\]\[5\],16.475
_1629_,16.47
_1127_,16.42
_1759_,16.42
RF0.regs\[2\]\[27\],16.405
_1951_,16.4
_1509_,16.395
RF0.regs\[5\]\[1\],16.34
RF0.regs\[6\]\[2\],16.32
_1333_,16.24
RF0.regs\[6\]\[13\],16.22
_1853_,16.22
RF0.regs\[15\]\[1\],16.185
_0781_,16.18
_1495_,16.18
_1572_,16.18
IM0.addr\[22\],16.08
_2400_,16.08
_0510_,16.06
_0858_,16.06
RF0.regs\[20\]\[8\],16
_0823_,16
RF0.regs\[12\]\[4\],15.98
RF0.regs\[6\]\[25\],15.98
_1650_,15.98
_1657_,15.98
_1560_,15.96
_1626_,15.92
_1346_,15.9
RF0.regs\[20\]\[12\],15.86
_2017_,15.86
net5,15.86
net54,15.82
RF0.regs\[6\]\[8\],15.8
IM0.addr\[19\],15.76
_1772_,15.76
_1121_,15.74
RF0.regs\[2\]\[14\],15.67
_1435_,15.66
_1969_,15.66
_1341_,15.64
_1704_,15.62
_0869_,15.6
_1286_,15.6
RF0.regs\[15\]\[6\],15.58
_2045_,15.56
RF0.regs\[25\]\[10\],15.55
_1421_,15.4
_1896_,15.36
_1422_,15.34
RF0.regs\[6\]\[21\],15.3
_1647_,15.3
_2050_,15.3
_1679_,15.26
RF0.regs\[12\]\[27\],15.245
RF0.regs\[6\]\[31\],15.24
_2405_,15.22
_2453_,15.22
RF0.regs\[10\]\[25\],15.18
RF0.regs\[7\]\[22\],15.18
_1775_,15.18
_1781_,15.18
_1530_,15.165
RF0.regs\[2\]\[13\],15.14
RF0.regs\[0\]\[23\],15.1
RF0.regs\[12\]\[12\],15.1
_1662_,15.1
_1871_,15.1
RF0.regs\[2\]\[3\],15.08
_1810_,15.06
_0957_,14.96
_2389_,14.92
_1288_,14.88
_1998_,14.88
_1425_,14.86
_1840_,14.86
_2190_,14.78
IM0.addr\[15\],14.76
_1312_,14.76
RF0.regs\[15\]\[18\],14.685
_1347_,14.64
_1786_,14.58
RF0.regs\[6\]\[20\],14.505
_1691_,14.5
_0554_,14.48
_1990_,14.48
_1335_,14.425
_1271_,14.42
RF0.regs\[6\]\[27\],14.41
IM0.addr\[9\],14.39
RF0.regs\[2\]\[2\],14.38
_2183_,14.38
_1012_,14.26
_1322_,14.26
_1604_,14.2
_1746_,14.18
_1820_,14.18
_0911_,14.14
_1106_,14.14
_1668_,14.14
_2018_,14.13
_1842_,14.1
_1524_,14.08
_1438_,14.07
_1553_,14.04
RF0.regs\[6\]\[7\],14
_1415_,14
_0832_,13.96
RF0.regs\[20\]\[31\],13.94
_0788_,13.94
RF0.regs\[25\]\[4\],13.925
_1522_,13.92
_1973_,13.92
_2262_,13.92
_1298_,13.9
_1846_,13.9
_1185_,13.88
_1561_,13.88
_2255_,13.88
_1576_,13.86
_2401_,13.84
_0453_,13.825
_1758_,13.8
_2194_,13.8
RF0.regs\[0\]\[30\],13.76
_1984_,13.74
RF0.regs\[20\]\[21\],13.72
_1431_,13.72
_1674_,13.72
RF0.regs\[25\]\[25\],13.66
_1110_,13.66
RF0.regs\[20\]\[19\],13.64
_1659_,13.62
net52,13.62
_0962_,13.6
_1440_,13.6
_1482_,13.6
_1608_,13.6
_1622_,13.56
_0306_,13.54
_1261_,13.53
_1568_,13.5
_1906_,13.5
_1344_,13.48
_2398_,13.48
_2463_,13.46
RF0.regs\[12\]\[30\],13.455
_0060_,13.43
_2040_,13.4
_1755_,13.38
RF0.regs\[7\]\[11\],13.28
_0109_,13.27
_1282_,13.26
_1352_,13.26
IM0.addr\[24\],13.22
_1151_,13.18
_1023_,13.14
_1406_,13.14
_0380_,13.13
_1359_,13.12
_1721_,13.12
RF0.regs\[6\]\[1\],13.08
_0783_,13.08
_1056_,13.08
_1410_,13.08
RF0.regs\[6\]\[17\],13.06
_0637_,13.04
_1579_,13.04
_2269_,13.04
_1790_,13.02
_1133_,13
_0966_,12.96
_1055_,12.96
_1761_,12.96
_1885_,12.96
_1995_,12.96
IM0.addr\[20\],12.94
_1638_,12.94
_1892_,12.94
_1006_,12.92
_1477_,12.92
RF0.regs\[6\]\[28\],12.9
_2029_,12.88
_2030_,12.88
_1628_,12.86
IM0.addr\[23\],12.76
_0927_,12.76
_1829_,12.76
_0628_,12.74
IM0.addr\[11\],12.72
RF0.regs\[0\]\[15\],12.72
_1702_,12.7
_1922_,12.7
_1578_,12.64
_1670_,12.62
disp.digits\[2\],12.62
_1265_,12.58
_1342_,12.58
_1945_,12.58
_1382_,12.56
_2043_,12.56
_1361_,12.48
RF0.regs\[25\]\[6\],12.475
RF0.regs\[6\]\[12\],12.46
_0598_,12.445
_1776_,12.44
RF0.regs\[2\]\[0\],12.43
_0948_,12.42
RF0.regs\[2\]\[19\],12.38
